report_id,date,month_key,text,cluster,cluster_label,umap_x,umap_y,vessel_type,flight_phase
2278548.0,2025-08-01,2025-08,During our climb out of ZZZ the captain first noticed our Upper EICAS went out. Captain was PF and asked myself and the Relief Pilot to see if there was abnormal checklist for the situation. We decided to level off at our latest cleared altitude which was 17;000ft to resolve the issue while we remained on course.  Captain transferred the flight controls and radios to myself so he could call dispatch and maintenance over Satcom. The EICAS came back on its own but the main concern was when the screen went out it; the information did not auto compress on the lower screen and the standby engine indicators did not turn on. This pointed to that it was not a computer issue and the screen continued to go on and off especially if the brightness control was touched or wiggled. After discussing with the company they stated it was our choice to continue to return to ZZZ.  Due to the uncertainty of the cause and that the engine information did not compress on the remaining screen we decided to return to ZZZ as we were still close and so maintenance could look at the aircraft.  After beginning the diversion we decided to hold at a fix on the arrival to burn fuel to get down to max landing weight. We held for about 30-40min for enough fuel to be burned. We then completed a normal arrival and approach/landing in ZZZ.,-1,Noise,7.3504486,0.34958628,Air Carrier,Climb
2278638.0,2025-08-01,2025-08,We were coming into land at ZZZ for a short-field landing. Touch down and started braking. During breaking is when we heard the tire pop. Tried to pull off the runway but were unable. We were able to get a tug to pull us clear of the runway.,-1,Noise,6.1691837,3.3759243,FBO,Landing
2278641.0,2025-08-01,2025-08,Airplane started up in ZZZ1 normal and did RunUp without any problems. Flight from ZZZ1 to ZZZ at 5500' was uneventful. Approach and Traffic Pattern in ZZZ was normal; I followed normal SOP's due to DA (Density Altitude) under 5000' Mixture was at full during landing. After touchdown and braking I put a small amount of power back in to taxi to the next exit of the Runway. I don't recall if the engine RPM started to drop before or after i put the power back in; but the engine just shut down. I was stranded on the Runway with no engine; did a traffic call so no one lands during the time I was on the runway. I tried to restart it several times with normal engine start list; engine start when hot list and engine start when flooded list; tried on both tanks as well; but the engine didn't restart. As I was pretty much at the beginning of the runway another plane in the pattern decided to land in opposite direction and taxied on the Twy 1 over where I was on the Runway. The PIC of the other plane then helped me to push the aircraft of the Rwy and Twy onto the nearby Ramp to make the airport usable again.,33,Cluster 33,7.9853444,-2.0743098,FBO,Landing
2278666.0,2025-08-01,2025-08,Shortly after departure; the Captain's PFD (Primary Flight Display) began to flicker. At around 7;000 feet the PFD went blank and there was a brief electrical burning smell; but no smoke was visible. We made the decision to advise ATC and return to ZZZ. We suspected that the smell was coming from the PFD; so the captain shut the PFD off to attempt to isolate the problem.We requested priority handling. ATC instructed us to descend to 6;000 feet and provided vectors back to ZZZ. I flew the aircraft while the captain notified Dispatch and the flight attendants; and loaded the ILS for Runway XXC.We received vectors to ILS XXC. We landed safely with no issues. Once stopped on Taxiway 1; the Captain made an announcement to the passengers. We established communication with fire rescue and let them know that the burning smell had not come back. They followed us to Gate XX. Once parked; fire rescue boarded the plane. They used a device to determine that there was no heat coming from the instruments. The Captain made the decision to have the passengers deplane the aircraft with their belongings.During our debrief we both agreed that it was not a good idea to operate the ZZZ1 turn. We both had been up late and were feeling fatigue from this event.,10,Cluster 10,9.869456,-0.76440185,Air Carrier,Climb
2278668.0,2025-08-01,2025-08,We left ZZZZ with the mid-lav inop.  The proper calculations were made in regards to the number of paxs with 1-lav inop.  My FO checked the lavs as best as a person can for the 757.  We also received the notification that the lavs had been serviced in ZZZZ.2-hours into the flight; the fwd lav was already full.  The decision to restrict first class paxs only to use this lav was made.  All other would have to use the aft lavs.  The FA in the back advised me that there was a steady line of paxs for the aft lavs for over an hour. A little while later; the aft FA advised me that both aft lavs were now full.  We still had 4-hours left in the flight back to ZZZ.I had a satcom call with dispatch.  He was not very helpful at all.  We spoke with Maintenance Control and he confirmed the calculations were done correctly.  No more help needed from Mx (Maintenance).We then asked dispatch for his opinion and he asked if we were thinking diversion.  We said yes.  His immediate suggestion was ZZZZ1.  Yes it was closer than ZZZ1; however; he did not take into account customs; pax; and getting the services we needed.My FO and I wanted to divert to ZZZ1 because it is a large station for us; can comfortably accommodate our aircraft; and has US customs if needed.  Dispatch agreed.  Once again; dispatch was of little help.We asked dispatch for help to get us routing to ZZZ1.  He said he couldn't and that we would have to do all of that coordination.  Once again; dispatch was of little help.  Me and my FO made contact with ATC and secured a new clearance to land in ZZZ1.Made it to ZZZ1 uneventfully and parked remotely.  Mx immediately boarded the aircraft and confirmed that the mid-lav was labeled correctly as inoperable.  Mx then informed us that the lavs had NOT been dumped in ZZZZ and that is why our lav tanks filled up so quickly.  Ugh!!We spoke with the Chief Pilot and it was determined that we were not legal to proceed to DH (Dead Head) to ZZZ.  Dispatch was very adamant that we were and to just stay on the plane and it will all work out.  Nope!We cleared customs and then called the Dispatcher.  They advised us that we were to DH to ZZZ that night.  I spoke with her and advised her that I had spoken with the Chief Pilot; he had spoken with another Dispatcher and also the operations manager and we would need a hotel for the night.  After a 15-minute wait; our pairing was updated and we were given a hotel for the night.We diverted because the lavs were full up to the flapper and were worried about a haz mat situation.Throughout this entire situation; we felt like there was little to no help from the dispatcher and that we were left on our own to accomplish a lot of things.  He just kept saying it was our responsibility to do it.  Dispatch was definitely not 1-stop shopping.  It was also very challenging to communicate with dispatch because of a language barrier.  His accent was so thick that we struggled to understand what was being said.,-1,Noise,9.029483,0.3171028,Air Carrier,Cruise
2278681.0,2025-08-01,2025-08,I was the pilot flying for a ZZZ-ZZZ1 leg. It was a bleeds off takeoff for runway XXL. On takeoff roll; the Captain decided to do a high speed reject for a right engine that was exceeding the EGT limit. He took the aircraft from me and brought the aircraft to a stop on the runway centerline. I made the announcement to ATC that we were rejecting on XXL and told the passengers to 'remain seated; remain seated'. I failed to back up the captain to use the thrust reversers and I missed the 80 knot call. Tower reported some flames on the right brake initially and then said it was just smoking. Tower reported they called CFR (Crash Fire Rescue). I ran the rejected takeoff checklist in the QRC followed by the QRH. CFR applied water to the right brake assembly and reported everything else as normal. We kept operations; flight attendants; and passengers informed. We also spoke with Dispatch; Maintenance; and Chief Pilot via phone while on the runway. A collective decision was made to return the aircraft to the gate under tow. No injuries occurred as a result of the rejection. Two Maintenance ELB (Electronic Log Book) reports were placed into ACARS. One writeup was for the right engine temperature exceedance and the other for the rejected takeoff.,-1,Noise,6.8267817,-1.0273548,Air Carrier,Takeoff / Launch
2278746.0,2025-08-01,2025-08,During departure from ZZZ; the aircraft experienced an IRS (Inertial Reference System) Fault malfunction; which required crew action. FO as PF; CA as PM; aircraft established on ZZZZZ RNAV departure between FL180 and FL230. Initially; the autopilot engaged CWS (Control Wheel Steering) steering modes before disconnecting entirely as all navigation data was blanked from the FO screens. The crew recognized and communicated the faults to each other; transferred control of the aircraft to the CA; who still had information on his PFD (Primary Flight Display) and ND (Navigation Display). Autopilot was initially unable to reconnect. The crew coordinated with ATC to stop the climb and level at FL230 to work on the issue. With the CA as PF and FO as PM now; the crew completed the IRS FAULT QRH checklist; which restored data to the FO's screens. FPV (Flight Path Vector) and winds aloft data showed erroneous data on both sides (massive side slip; winds at FL230 in excess of 250 kts) so the crew determined the need to return to a field with vectors only. RNAV data could no longer be utilized for navigation. Checklist complete; the CA transferred controls to the FO and attempted to contact dispatch via crew phone. Unfortunately; the wifi system would not connect; so the CA advised dispatch via ACARS of the intention to return to ZZZ. FO coordinated with ATC for radar vectors to ZZZ and a descent; advising that the flight could not complete RNAV-specific navigation legs. The CA completed the Non-Routine Landing Considerations checklist; including notifying both the FAs and passengers of the flight status via intercom and PA; respectively. CA then completed the Overweight landing checklist in anticipation of landing at approximately 147.3k pounds.Checklists and communications complete the CA resumed PF duties because the nature of the system degradation gave priority to his screens; which would best enable a safe landing. The FO requested priority handling with ATC; and the flight landed XXC via the ILS. On approach; the crew completed the remaining checklist items; which included disabling the autopilot and autothrottles and reenabling the yaw damper. Autobrakes were inoperative due to the IRS Fault. Landing and rollout were uneventful; and the flight was escorted from the runway to the gate by vehicles as a precaution.Cause:  The root cause of the event was an R IRS Fault that disabled flight data and navigation data on the FO's side of the aircraft. The crew mitigated via crew coordination; ATC assistance; TEM (Threat and Error Management); and the QRH. Recommend sustain current high standards of aircrew training; excellence in EFB (Electronic Flight Bag) and publication integration.,20,Cluster 20,6.075264,0.50245625,Air Carrier,Climb
2278916.0,2025-08-01,2025-08,I noticed damage to my airplane after landing. After a normal visual approach and landing in ZZZ; I parked on the ramp in front of the FBO and proceeded inside. Once my passengers arrived; I loaded up the baggage compartment and stepped onto the wing to adjust the front seat. The airplane tipped onto its tail. This was extremely unexpected as the airplane was loaded well within all W&B limits. After righting the airplane and assuring there was no damage to the tail; we took a step back to inspect the aircraft. I noticed the airplane was sitting slightly nose-high; so I had a closer look at the landing gear. I found the left main gear had broken; with the compression rod broken and the compression discs and associated hardware missing. Due to this; the tire assembly had rotated from approx. 90 degrees aft to approx. 45 degrees forward; causing the balance issue. I am unsure of when this occurred; as taxi; takeoff; gear retraction/extension; approach; landing; and taxi-in were all normal. My best guess would be that it happened during gear extension on approach into ZZZ. We were on a strict timetable with our travel plans; so I didn't have further time to complete a more detailed inspection; and it was only after the fact when comparing photos that I realized there was any missing hardware. Hopefully more clues as to what happened will be revealed in the coming weeks once a mechanic inspects the gear during repairs. I will direct the mechanic to also closely inspect the right main landing gear for signs this issue could happen again on the opposite side; and conduct any recommended preventive maintenance accordingly. Additionally; I will be extra vigilant with my pre-flight landing gear inspections once it is airworthy again; keeping an eye out for components that appear loose or fatigued.,-1,Noise,6.5892916,2.5837247,Personal,Parked
2278924.0,2025-08-01,2025-08,Pre-flight inspection and briefing completed in accordance with 14 CFR 91.103. Six quarts of oil observed in both engines. Fuel quantity verified at fifty gallons per wing (one hundred total). No discrepancies noted during pre-flight; engine start; taxi; or run-up.Departed ZZZ runway XX from intersection 1 on a VFR south departure. Takeoff was normal with all indications in the green. Climbed to the south practice area and maneuvered at approximately 4;500 feet MSL. During throttle adjustments; the right engine manifold pressure gauge exhibited intermittent sticking on three occasions; but remained responsive. Condition assessed as a possible instrumentation anomaly.During a steep turn maneuver; the right engine (engine two) developed significant roughness. Engine failure procedures initiated. Troubleshooting checklist accomplished with no corrective effect. Indications observed: right oil pressure decreasing toward the yellow/red range; cylinder head temperature above normal; fuel pressure normal; white smoke visible from right engine.Decision made to secure engine two. Propeller feathered; mixture cutoff; and engine secure checklist completed. Requested priority handling with Approach and reported single-engine operations inbound to ZZZ.Intercepted the localizer for runway XY and conducted a stabilized single-engine approach; maintaining airspeed. Normal landing accomplished on runway XY. Aircraft exited at taxiway 2 and shut down. Aircraft was hand-towed to ramp and secured.No injuries; no collateral damage; no additional assistance required.,11,Cluster 11,8.517233,-1.5065663,FBO,Cruise
2278930.0,2025-08-01,2025-08,Day 0; I went out on a flight with a friend to practice my instructing skills as I am currently a CFI student. We went southeast of the airfield; and I practiced teaching various maneuvers. Then we came back to ZZZ; our origin airfield; for some pattern work. After my first touch-and-go on Runway XX; at 500 ft AGL on the upwind; I raised my flaps to cruise configuration; and the airframe began to shake violently. I visually inspected both flaps; and they appeared to be normal. In response; I returned my flaps to the T/O configuration they were previously in; something that isn't typical procedure in the DA20-C1. I made the decision that I had to make my next landing full stop; as this was an unfamiliar situation and not something I had ever been trained on. While in the downwind; I tried troubleshooting by experimenting with various flap configurations; but the cruise flaps setting was still consistently producing violent shaking. This first hole in the Swiss Cheese Model; admittedly; led to considerable task saturation. I became fixated on gaining altitude and airspeed while still having flaps in due to the fear of causing the shaking to occur again when I raised my flaps; meanwhile ensuring that the engine was functioning normally. In this highly task-saturated downwind leg; I failed to take note of an arriving Citation CJ3+. They entered an extended left base for XX; and as they began to establish on short final; I began to enter my left base for XX. Upon turning base; I made visual contact with the Citation and pitched up to avoid getting in its flight path. If I had continued on my descent path without seeing them; it wouldn't have resulted in a mid-air collision; however; it would've been too close for comfort. The approximate closest distance between us was about 1500 feet horizontal; 500 feet vertical. This is a great lesson on how high-stress situations; such as abnormal shaking of the airframe due to a flap issue; can result in the inability to make accurate perceptions. As an instrument-rated commercial pilot; this mistake is an embarrassing but incredibly valuable lesson. The impact on perceptions that the stress of an abnormal situation in flight can have on the pilot is drastic. This was a wake-up call that taught me the importance of maintaining traffic separation at the top of my priorities- aviate (avoid traffic); navigate; communicate. Ultimately; this mistake served as an incredibly valuable lesson in showing me how I personally respond to alarming situations in the air. I'm grateful that everyone is safe and that I can move on from this situation as a better pilot. I look forward to ensuring my future students don't make the same mistake.,-1,Noise,4.4168577,1.3138274,Personal,Landing
2278931.0,2025-08-01,2025-08,An aborted takeoff was performed as we took the runway. I was the pilot flying at the time. As we lined up on runway XX; and were cleared for takeoff; I continued my normal procedures as usual. When the captain handed me the flight controls; I acknowledged the flight controls and began to increase thrust on both engines to take off power. Within moments; I noticed the left engine N1 had increased to around 60%; where the right engine N1 was displaying 30%. The right engine was not spooling up; and since we were at a slow speed; I acknowledged it and told the captain. We called for an aborted takeoff on the runway due to engine abnormality; and safely exited the runway at the next intersection. After completing the aborted takeoff checklist; we requested to run some tests in the runup area to see if the problem persisted. Once at the runup area; we increased both thrust levers and the right engine was still not spooling up to takeoff thrust. We taxi back to the FBO; grounded the airplane and wrote it up. Maintenance is looking at the plane.,34,Cluster 34,6.798221,-1.2175889,Air Taxi,Takeoff / Launch
2278945.0,2025-08-01,2025-08,On Day 0; I was conducting my second solo flight at ZZZ to practice local practice area. Before departure; I did a complete pre-flight inspection along with my instructor checking the control surfaces; fuel quantity; oil levels; tires; and general condition of the aircraft. Everything was normal and in working order. Then I was cleared to taxi to Runway XX via taxiway 1. I completed the engine run-up and all pre-takeoff checks in the run up area. Oil pressure and temperature were in the green; magnetos checked and working properly; and the mixture was set to full rich.I taxied on to Runway XX; aligned on the centerline; and began my takeoff roll. The aircraft accelerated normally; and I rotated at 55 knots. Initially; the climb was normal and the aircraft was responding well. However; when the aircraft reached about 200 feet above ground level; there was a sudden loss of power. The aircraft wasn't climbing and I could not gain altitude. I quickly verified that the throttle was full forward; the mixture was full rich; and both magnetos were on; but nothing improved the situation.Realizing I did not have enough altitude to continue climbing safely and no safe landing spot ahead of me I made the decision to turn back to the runway. I executed a 180-degree turn to line up with Runway XY I also let the ATC know about the situation trying to manage airspeed and altitude carefully while keeping the aircraft under control.I touched down at the intersection of Runway XY and Taxiway 2. The landing caused the aircraft to bounce slightly; and it continued rolling until coming to a stop near the end of Runway XZ. During the landing; the left main tire went flat due to the bounce. Throughout the incident; I focused on maintaining control and avoiding obstacles; and I was able to stop the aircraft safely. The aircraft was towed to the ramp by the maintenance. There was no damage to the airframe; power plant and the occupant.,-1,Noise,7.434185,-1.8857621,FBO,Initial Climb
2278947.0,2025-07-01,2025-07,This was the first flight after annual. During my descent and vectors into ZZZ I began feeling light headed around 7000 feet while getting vectored around Class B of ZZZ1 to the east. This made me look over to the other side of the instrument panel to my CO (Carbon Monoxide) card which had turned black. The heater was not on; at this point I opened the pilot window for airflow and advised ATC that I believed to be experiencing a Carbon Monoxide event and requested to land at ZZZ2 ASAP. The approach and landing was uneventful.,10,Cluster 10,9.780353,-0.6910352,Personal,Descent
2278957.0,2025-08-01,2025-08,We departed uneventfully from ZZZ. Upon climbing through around 5;000 ft on the ZZZZ X SID; both pilots noticed visible white smoke in the cockpit accompanied by the smell of smoke. The 3 passengers on board also verbally alerted us (flight crew) of visible smoke. We then donned our oxygen masks and requested priority handling. ATC asked where we would like to go and we requested nearby ZZZ1. We were then given vectors for the ILS Runway XX to ZZZ1. We informed the 3 passengers on board of our intentions verbally over the cockpit speaker system. The airport was acquired visually; and upon notification of ATC we were cleared the visual approach Runway XX. The landing was uneventful; and we then taxied off the runway and stopped on Taxiway 1. ATC asked where we would like to go and we requested to shut down and deplane in place. With the parking brake set and engines shut down; and all passengers and crew promptly evacuated the airplane.,10,Cluster 10,9.745687,-0.82724625,Air Taxi,Climb
2278958.0,2025-08-01,2025-08,When thermalling 3 miles south of ZZZ airport at 4000 feet I heard a pop and felt my roll control become very stiff. After recovering the aircraft from a near uncontrolled roll; I immediately diverted to ZZZ Airport; three miles away. Report filed.,30,Cluster 30,4.239314,0.900194,Personal,Cruise
2278985.0,2025-08-01,2025-08,Departing from ZZZ - ZZZ1 only crew (2) reposition flight. ETD XA:00; conditions were poor (night; weather). During initial climb; the FO reported smoke in the cockpit. We donned oxygen mask and began troubleshooting according to the QRH; ATC was advised. The smoke was identified as oil smoke. Shortly after; we observed the left engine oil pressure dropping abnormally. As a precautionary measure; and in accordance with the engine oil pressure low checklist; we shut down the left engine. ATC was notified and we requested vectors to the nearest suitable airport with ILS; good weather and long runway. We received vectors and conditions and proceeded to land safety at ZZZ2. The approach and landing were uneventful; and we taxied clear without further issues. Post-flight maintenance inspection and follow-up are pending. No injuries to the crew.,11,Cluster 11,8.794364,-1.3158869,Corporate,Initial Climb
2279046.0,2025-08-01,2025-08,Launch for VFR flight at XA:15. Heading was SSE. Winds at 6 mph. Occurrence occurred at landing.  Basket landing on street; envelope drapped on power lines. Slid off and caught on light.  Pilot only in basket at time. No injuries; there was one power line to house. No loss of power to house; no property damage; only envelope damage was 6' tear to envelope; personnel on site 10 minutes to remove envelope from light and reset breaker; tear to envelope was minor.,-1,Noise,5.573652,2.515617,Personal,Final Approach
2279048.0,2025-08-01,2025-08,After takeoff from ZZZ talking with ZZZ center on an IFR flight; I experienced a total electrical and avionics failure including the PFD's (Primary Flight Display) on both the PIC's side and SIC's (Second in Command) side.  Flying with only a standby instrument and wet compass.  Unable to communicate with center; I descended through an opening in the clouds down to VMC conditions. After running several checklists and trying to reset everything; I was eventually able to get a radio operating and communicated with ZZZ approach. They gave me priority handling since I was dealing with many failures and was able to safely land in ZZZ1 without any incidents.  Since I was flying most of the way on a standby instrument and the wet compass; my altitudes and headings varied.,19,Cluster 19,6.4805703,0.14392532,Personal,Climb
2279129.0,2025-08-01,2025-08,After flap retraction in climb had an airframe vibration that shook entire aircraft. At lower altitude it was turbulent so was not until height it really became noticeable. Enough that the flight attendants call forward as we were running the elevator tab vibration checklist. In concert FO; dispatcher and Maintenance Control concluded that per checklist landing as soon as possible was best course of action. As we wanted to do a gradual decent we picked ZZZ proceeded to ZZZ after requesting priority handling. Uneventful landing and taxi to gate.,7,Cluster 7,8.59321,-0.47932944,Air Carrier,Climb
2279270.0,2025-08-01,2025-08,Engine oil had been checked at end of each fly day prior to this flight. Dipstick showed sufficient oil on each check. Aircraft flew from ZZZ1 to ZZZ with no abnormal indications. Aircraft departed at XA:42 from ZZZ. During climb out from ZZZ to FL330 LH engine showed slightly less pressure than RH Engine; but still within limits. Oil pressure slowly bled off inflight until it reached 40 psi. At approximately XC:10 the LH OIL PRESS LOW caution light illuminated with Master Warning light. Per emergency checklist; crew initiated engine shutdown; informed ZZZ Center; and began drift down descent to FL250. After discussing options; PIC (Pilot in Command) opted to continue to ZZZ1. When fuel imbalance reached approximately 300 lbs; crew initiated fuel transfer from LH tank to RH engine. While monitoring fuel level; crew observed RH fuel quantity continued to drop; while LH fuel quantity remained the same. PIC elected to divert to ZZZ2; which had just been overflown. Executed a single-engine approach and landing to Runway XXR at ZZZ2. After shutdown crew noted there was still oil on dipstick; although engine had only been windmilling. There was an excessive amount of oil in rear of engine (aft of turbine section) in engine exhaust area; not in bypass area.,11,Cluster 11,8.678246,-1.4807146,Air Taxi,Cruise
2279278.0,2025-08-01,2025-08,In cruise at FL220 aural warning pressurization 10000 red flashed with MASTER cabin alert flash. We both checked and confirmed EICAS message and donned oxygen masks and complied with QRC checklist. CA initiated emergency descent to 10000 and I requested priority handling with ATC. After reaching 10000; CA gave me control of the aircraft and radios and CA set up our diversion to ZZZ and communicated with company. We made our way to ZZZ with no further issues and landed ILS RXX. Taxied off without issue; gate XX.,26,Cluster 26,8.041225,0.47078648,Air Carrier,Cruise
2279299.0,2025-08-01,2025-08,I lined myself up with the centerline for a shortfield landing at ZZZ for runway XX. As we were coming in to land; I said in my mind I needed to be at 900 msl for crossing the 100 ft obstacle. I slowed down to about 72-74 knots. As we were approaching the threshold on final; I second guessed myself and aimed for 860 msl; thinking that I would be 50 feet above the obstacle. I realized as I got about 100ft from the threshold that I was too low and tried to pitch up to recapture altitude to 900 msl. I didn't think to put in power so I could maintain altitude; as we were on the back end of the power curve. I only pitched up. As we climbed; we got really slow; because I traded airspeed for altitude. I heard the stall horn go off and immediately pitched down to recapture airspeed; but it didn't work. We dropped from 40-60 feet hard on the runway. We bounced to the force of the impact. Person A took controls and tried to stop us after the bounce. He then noticed that the brakes weren't functioning. It was at this moment he let off the brakes and let us come to a stop gradually. No injuries to report. We then tried to taxi off the runway but then noticed that the left brake wasn't functioning; meaning we have a leak in the brake system or a disconnect. We were stuck on the active runway. Person A attempted to get off using the right brake; to no avail. After this attempt we shut down the plane; and Person A grabbed the tow bar and pulled the plane off the active runway as I made radio calls to ensure no one landed nor took off with us still on the runway. Before leaving ZZZ1 I made sure the tires were at main tires were at around 48 psi and I believe the nose wheel was at 28 psi. This is what prevented the tires from popping. We landed center the runway. After we were clear; we had help from ZZZ ground in getting us and the plane to the FBO. We tied her down and waited for maintenance.,-1,Noise,5.3999195,2.9750862,FBO,Landing
2279446.0,2025-08-01,2025-08,Coming in to land I was in control of the aircraft; but upon touchdown the plane pulled to the left immediately and I lost directional controls. I was completely off the rudders and brakes and the plane was still pulling to the left. I released controls of the aircraft to my instructor and she attempted to gain control again by using right rudder; but the plane continued pulling to the left off of the runway on to the grass and then back onto a closed taxiway. My instructor then pulled the mixture to come to a complete stop as we were not slowing down. We contacted tower straight away and they gave us priority handling. The airport ground crew was then sent to tow us to the FBO. The aircraft was able to be towed; so the left tire and brake were not locked. The FBO's mechanic inspected the tire and plate and there was no visible damage. The aircraft has 24.0 hours OFF/ON Hobbs time. His initial assessment was that because the aircraft was so new the brake pads and piston were tight and improperly lubricated that it caused a momentary lock up.,-1,Noise,6.0323596,2.9666667,,Landing
2279447.0,2024-08-01,2024-08,I was performing practice approaches for currency at the ZZZ in a Cirrus SR20.  Those on board included myself; a safety pilot and one passenger in the rear seat. During the execution of the published missed approach procedure for the ILS Runway XX I elected to divert to ZZZ1 for additional practice approaches due to increased traffic at ZZZ.At the time of breaking off from the published missed approach; the aircraft was approximately two nautical miles southwest of the ZZZ airfield at an altitude of 2500 ft MSL.  A climb was initiated during the transition to a course for ZZZ1.  Upon throttle up for climb; the engine sputtered and ceased producing significant thrust.  At the time of engine failure; the aircraft was approximately 3.5 nautical miles southwest of the approach end of Runway XX at ZZZ.An immediate turn back toward Runway XX at ZZZ was initiated and priority handling was requested.  Once on course for Runway XX; it was observed that all four PAPI lights were white indicating a high approach path.  The aircraft was pitched for best glide speed and successfully landed on Runway XX.The landing was uneventful; with no injuries to pilot or passengers; and no damage to the aircraft.  Sufficient momentum remained to roll the aircraft off of the runway and onto the parking apron. Training received during PPL course was instrumental in effectively managing this scenario.  Without training; evaluation of the available options; and taking decisive action to ensure safety of passengers would present a potentially insurmountable challenge.,24,Cluster 24,4.3449593,2.5030699,Personal,Climb
2279513.0,2025-08-01,2025-08,I was the pilot flying and my captain was the pilot monitoring.We descended from 34000 to 26000 for smoother rides towards ZZZ1 as per ATC .Once we got there in about 10 min or so just short of ZZZ we heard a loud bang and multiple less louder bangs after. At this point we knew we would possibly have an engine 2 compressor stall.We initially got the ECAM (Electronic Centralized Aircraft Monitor); and the captain split the duties. I was PF already so he told me to fly and tell ATC what's going on and our plans.As the captain started the ECAM; one of the first steps were verify engine 2 idle and as soon as he did that the ECAM went away. He contacted the dispatcher; maintenance; kept the FA informed [with a] brief; and the passengers.After that I requested priority handling and we ran the rest of our checklist; briefed up and the captain decided to land the plane.Once we landed safely; we were met by firetrucks and then we safely taxied to the gate.,-1,Noise,7.744018,0.25736183,Air Carrier,Cruise
2279641.0,2025-08-01,2025-08,During landing; in the rollout phase; after applying the brakes; they remained locked; causing the tires to burst. The aircraft came to a stop on the runway without further consequences. The passengers were disembarked and taken to the terminal. After Maintenance replaced the tires and brakes; I was able to taxi the aircraft to the standBrakes locked.,-1,Noise,6.267203,3.6185353,Air Taxi,Landing
2279644.0,2025-08-01,2025-08,Crew arrived at the aircraft 1 hour prior to departure. Due to Maintenance actions; flight blocked out almost 3 hours after scheduled departure time of XA:00. Upon logbook review and Maintenance briefing it was noted on the previous 2 flights there was the same discrepancy of HYD OVHT SYS 4. Maintenance advised crew that the discrepancy had been taken care of along with other deferrals and the aircraft was signed off airworthy.During climb out from ZZZ crew received EICAS message DOOR ELEC MAIN. PM referenced the QRH as the other 2 pilots observed and the onboard mechanic was also advised. Checklist was completed and pressurization was normal and flight continued toward destination. Reaching cruise altitude the Observer seat pilot left the cockpit to start his rest. Approximately 1 hour into the flight at cruise altitude FL330 an EICAS message of HYD OVHT SYS 4 was received. QRH was accomplished and per the checklist Engine driven and Demand pumps 4 were turned off. It was noted that the SYS 4 temperature began to come down but was still high forcing the system 4 to remain depressurized. Captain gave flight controls to FO and initiated a SATCOM call with Dispatch and Maintenance Control. Maintenance Control requested the aircraft be brought back to ZZZ and Dispatcher and Captain agreed as this was the safest course of action due to loss of many systems and abnormal configurations and with the most resources to address the problem instead of continuing to original scheduled departure station of ZZZZ. The relief pilot on rest was called back to the flight deck and assisted with checklists.A reanalysis by Dispatched was received and new routing coordinated with ATC back to ZZZ. Maintenance requested fuel dumping and this was accomplished bringing the landing weight under MGLW. ATC was also advised due the maintenance status of the aircraft. The aircraft was configured early and landed on Runway XXR in ZZZ. Aircraft taxied to parking and did receive a BRAKE TEMP EICAS message. A post-flight inspection was completed finding no damage and appropriate logbook discrepancies were annotated.Cause: Unsure of cause of HYD OVHT SYS 4 EICAS message but this was the 3rd flight in a row with the same discrepancy.,-1,Noise,7.975489,0.60977244,Air Carrier,Cruise
